</s>	0.0000
<unk>	0.0000
.	-3.1740
▁the	-2.9173
>>ara<<	-100.0000
,	-3.1780
▁of	-3.3785
،	-3.5737
▁and	-3.6708
▁to	-3.7586
▁في	-3.7325
▁in	-4.1608
▁من	-4.0862
▁(	-4.9105
▁-	-4.7268
▁a	-4.4953
'	-4.4405
▁على	-4.5765
s	-4.5381
▁for	-4.7565
▁that	-4.7723
▁أن	-4.7108
-	-4.9135
▁on	-4.8573
▁I	-4.7532
)	-5.3250
ً	-4.8542
▁إلى	-4.9503
▁و	-4.9902
/	-5.3756
▁you	-5.0549
▁The	-5.2028
?	-5.1324
▁is	-5.2564
▁with	-5.3228
ة	-5.2309
▁"	-5.6959
ا	-5.1270
ه	-5.1677
▁by	-5.4236
▁be	-5.3987
▁التي	-5.3970
▁as	-5.5387
▁عن	-5.4410
▁it	-5.4761
▁لا	-5.4188
ُ	-5.4741
ي	-5.3881
ّ	-5.5098
ها	-5.4836
:	-6.3202
؟	-5.4914
▁هذا	-5.5701
▁was	-5.6844
▁المتحدة	-5.7101
t	-5.7004
▁are	-5.8100
▁ما	-5.7541
▁ذلك	-5.7791
▁أو	-5.8136
▁at	-5.8983
▁its	-5.9312
َ	-5.7380
▁have	-5.8814
▁this	-5.9192
!	-6.1450
▁not	-5.9344
▁United	-5.9870
;	-5.9769
▁from	-5.9983
▁الأمم	-5.9888
▁هذه	-5.9633
▁or	-6.0613
؛	-6.0085
ات	-6.0851
▁مع	-6.0048
...	-6.3799
ـ	-5.9690
▁Nations	-6.1415
▁	-6.2688
ين	-6.0574
▁all	-6.1372
▁an	-6.1809
▁.	-6.2360
▁ل	-6.0553
▁ب	-6.0907
ِ	-6.0755
▁الذي	-6.1683
▁which	-6.2800
ت	-6.0863
▁their	-6.3015
▁اللجنة	-6.2416
▁You	-6.2210
ك	-6.0725
▁Committee	-6.3657
▁has	-6.3591
m	-6.2391
▁A	-6.6088
▁It	-6.3218
▁In	-6.4289
▁،	-6.2513
▁لم	-6.2926
▁me	-6.2918
▁'	-6.5758
▁will	-6.4113
▁been	-6.4283
▁had	-6.4511
▁بين	-6.3917
▁States	-6.4836
▁غير	-6.3861
▁وفي	-6.4465
▁we	-6.3857
▁ي	-6.3634
▁بشأن	-6.4485
▁العامة	-6.4561
▁were	-6.5169
▁international	-6.5616
▁؟	-6.3589
ن	-6.2871
ون	-6.4280
re	-6.4273
▁ت	-6.4742
م	-6.3768
▁should	-6.6096
▁also	-6.6289
▁would	-6.6016
▁other	-6.6115
ية	-6.5694
▁can	-6.5817
▁العام	-6.6033
نا	-6.5132
▁كان	-6.5343
▁ال	-6.5716
ب	-6.5436
▁م	-6.5906
▁كل	-6.5630
▁Council	-6.7339
▁my	-6.6189
هم	-6.5516
ing	-6.7100
▁s	-6.7825
د	-6.5933
▁development	-6.7662
▁)	-6.6939
▁do	-6.6620
▁هو	-6.6307
▁1	-7.2866
▁your	-6.6440
▁out	-6.7010
▁عام	-6.6970
▁وال	-6.7783
▁أيضا	-6.7077
▁rights	-6.8117
▁countries	-6.8020
▁الدولية	-6.7423
▁he	-6.7110
▁الإنسان	-6.7462
▁الدول	-6.7327
).	-7.4624
وا	-6.7358
d	-6.8038
▁We	-6.7422
▁know	-6.6932
▁العمل	-6.7545
▁report	-6.8342
▁أ	-6.6701
▁الدولي	-6.7657
▁أي	-6.7076
▁أجل	-6.7516
▁إن	-6.7144
▁they	-6.8264
▁one	-6.8155
▁قد	-6.7770
▁جميع	-6.8168
▁right	-6.8138
▁أنا	-6.7444
(	-6.7787
▁under	-6.9352
▁resolution	-6.9322
▁what	-6.8284
ــ	-6.8048
▁بما	-6.8767
A	-7.4810
▁هل	-6.7449
▁work	-6.9269
▁about	-6.8748
▁there	-6.9778
▁What	-6.8398
▁حقوق	-6.9100
▁such	-6.9710
▁يا	-6.8021
▁الأول	-6.8993
▁human	-6.9898
▁الم	-7.0121
▁including	-6.9924
▁Assembly	-7.0024
▁General	-7.0025
▁البلدان	-6.9292
▁his	-6.9555
▁women	-7.0201
ل	-6.7440
▁up	-6.9224
▁لل	-6.9743
▁but	-6.9551
▁لقد	-6.8372
▁أنه	-6.9691
▁بال	-6.9647
