# Egyptian Arabic curated lexicon — category: daily
# columns: text<TAB>freq(200-255)
الشغل	246
البيت	244
فلوس	244
شغل	242
زحمة	242
اكل	240
الفلوس	240
الاكل	238
الدنيا	236
شاي	236
حر	234
قهوة	234
كلام	232
مشكلة	232
رمضان	232
كورة	232
عربية	232
اجازة	232
عشا	232
غدا	230
امتحان	230
برد	230
عيش	230
الماتش	230
موضوع	228
الجو	228
العربية	228
مشوار	228
فول	228
فراخ	228
بالهنا	228
الجامعة	228
ميه	228
الاهلي	228
فطار	228
الجو حر	226
لحمة	226
النور	226
دوا	226
نوم	226
العيد	226
المدرسة	226
الموضوع	226
جنيه	226
مفيش فلوس	226
فيلم	226
معاد	226
فكرة	226
الزمالك	226
شد حيلك	226
الزحمة	226
خروجة	224
مياه	224
المية	224
مشاكل	224
ماتش	224
اغاني	224
الكلية	224
بالهنا والشفا	224
شكله	224
الحر	224
فرح	222
بيتنا	222
تاكسي	222
مرتب	222
مذاكرة	222
حكاية	222
الكورة	222
مكرونة	222
طعمية	222
الجو حلو	222
الحساب	222
مصيبة	220
اوبر	220
مترو	220
الشركة	220
جون	220
اغنية	220
اشتريت	220
البحر	220
الساحل	220
جبنة	220
كشري	220
الكلام	220
موعد	220
لبس	220
الشقة	220
اوضة	220
الكهربا	220
صايم	220
عزومة	216
اتوبيس	218
امتحانات	220
عصير	218
الامتحان	218
شغلانة	218
ادفع	218
صداع	218
النور قطع	218
طبخ	218
جول	218
مسلسل	228
المسلسل	218
اسكندرية	218
هدوم	218
حاجة حلوة	218
شنطة	216
بيض	218
الحكاية	218
مصاريف	218
الحمام	218
البرد	216
مطر	218
شكلك	218
الفطار	218
الايجار	212
المكتب	218
المرتب	216
حساب	216
دفعت	216
الصيدلية	216
واخد برد	216
طبخت	216
الفيلم	216
اشتري	216
شقة	216
المطبخ	216
الباب	216
سمك	216
بيبسي	216
نسكافيه	216
حاجة ساقعة	216
كلام فاضي	216
الطريق زحمة	216
ظروف	216
مزاج	216
نص نص	216
ميكروباص	216
محاضرة	216
سحور	218
عيد	220
بنزين	214
المترو	214
الفكة	214
فاتورة	214
سخونية	214
غسيل	214
مباراة	218
مهرجانات	214
السوق	214
سوبر ماركت	214
هشتري	214
حفلة	214
جيم	214
كارثة	214
شكلها	214
شيبسي	214
سلطة	214
المعاد	214
حاجات كتير	214
حاجة مهمة	214
صيام	214
دروس	212
خدت برد	212
كنافة	212
جزمة	212
طلعة	212
تمرين	212
شيشة	212
البقال	212
الدنيا بتمطر	212
بتمطر	214
رطوبة	212
مزاجي	210
المصاريف	212
افتح الباب	212
الدور	212
زيارة	210
ضيوف	214
درس	210
واجب	210
مصيف	210
ازمة	210
الفكرة	212
نفسيتي تعبانة	210
سجاير	210
البواب	210
العمارة	210
اوضتي	210
اقفل الباب	210
مفتاح	214
كشف	210
فيزا	210
كاش	212
الغاز	210
الغسالة	210
بسبوسة	210
الاكل جاهز	210
شوية حاجات	210
الدنيا حر	214
رز	220
