# Egyptian Arabic curated lexicon — category: questions
# columns: text<TAB>freq(200-255)
ايه	255
ليه	254
فين	253
ازاي	252
مين	250
امتى	248
كام	246
عامل ايه	246
فيه ايه	244
ايه ده	244
ايه الاخبار	242
اخبارك ايه	240
انت فين	240
بكام	240
ايه رايك	238
يعني ايه	238
مالك	238
في ايه	238
وبعدين	236
بتعمل ايه	236
الساعة كام	236
عايز ايه	234
ليه كده	234
عاملة ايه	232
حصل ايه	232
رايح فين	232
منين	230
كنت فين	230
اعمل ايه	230
بتقول ايه	230
ايه الحكاية	230
ايه الوضع	229
عاوز ايه	228
ايه اللي حصل	228
ليه بس	228
مين ده	228
صح ولا لأ	228
ولا ايه	226
هتيجي امتى	226
اسمك ايه	226
ايه النظام	226
نعمل ايه	226
عامله ايه	225
هو فين	224
جرى ايه	224
انت مين	224
ايه المشكلة	224
فيه حاجة	224
لحد امتى	224
عايز حاجة	224
هنروح فين	224
عايزة ايه	222
من امتى	222
وصلت فين	222
بتشتغل ايه	222
هتعمل ايه	222
ايه الجديد	222
ايه دي	221
رايحة فين	221
ايه دا	220
هنعمل ايه	220
محتاج ايه	220
ناكل ايه	220
ساكن فين	220
رحت فين	220
مين قال	219
مين دي	218
تشرب ايه	218
جاي امتى	218
نروح فين	218
معاك مين	218
عرفت ازاي	218
ايه يا عم	218
جاي منين	218
قلت ايه	217
ده مين	216
ازاي يعني	216
بتشتغل فين	216
اقولك ايه	216
زعلان ليه	216
محتاج حاجة	216
اخبار الشغل ايه	216
بتاع ايه	216
انت منين	216
انتو فين	215
هي فين	215
طب ليه	215
قالك ايه	214
بتعملي ايه	214
الجو عامل ايه	214
تحب ايه	214
عندك ايه	214
مين قالك	214
الاخبار ايه	214
طب ايه	214
ايه يعني	213
اسمه ايه	213
عايزة حاجة	212
هتاكل ايه	212
ساكت ليه	212
بيقول ايه	212
عرفت منين	212
ده بتاع مين	211
طب ازاي	211
تقصد ايه	210
بتضحك ليه	210
وبعدين ايه	210
دي ايه	210
اكلت ايه	209
هو ليه	209
مالها	209
مالو	208
متأخر ليه	208
معناها ايه	208
بتاعة مين	208
جبته منين	208
ايه دول	207
امتى بقى	206
كنتوا فين	206
ايه اخبار البيت	205
ليه يا	205
هنتقابل امتى	210
هتوصل امتى	212
