# Levantine (Syrian) curated lexicon — category: adjectives
# columns: text<TAB>freq(200-255)
تمام	252
أكيد	247
عادي	244
مزبوط	238
غلط	232
فعلا	230
أبدا	230
ضروري	230
كتير حلو	230
مستحيل	228
بصراحة	229
سوا	226
بسرعة	228
حاضر	232
تقريبا	230
طبيعي	222
كتير منيح	220
مية مية	220
مو طبيعي	218
حرفيا	216
شوي شوي	216
كتير كتير	215
بالضبط	215
مو معقول	222
كمان شوي	232
تماما	212
أحيانا	212
بالزبط	212
مرات	212
عال العال	214
بالمرة	207
عالسريع	214
زيادة	206
لحالك	206
قوام	205
منيح	252
منيحة	240
مناح	222
مو منيح	212
حلو	250
حلوة	242
حلوين	226
مو حلو	208
تعبان	240
تعبانة	230
تعبانين	206
مبسوط	233
مبسوطة	224
مبسوطين	205
زعلان	232
زعلانة	224
جوعان	228
جوعانة	215
بردان	222
بردانة	212
مشغول	236
مشغولة	228
مشغولين	208
فاضي	232
فاضية	222
غالي	224
غالية	210
رخيص	216
رخيصة	204
جديد	236
جديدة	228
قديم	222
قديمة	210
صعب	236
صعبة	224
سهل	228
سهلة	212
مهم	235
مهمة	220
لطيف	222
لطيفة	218
زاكي	224
زاكية	210
طيبة	212
كبير	238
كبيرة	228
صغير	232
صغيرة	224
طويل	222
طويلة	214
قصير	212
قريب	234
قريبة	212
بعيد	230
بعيدة	210
سريع	214
جاهز	234
جاهزة	224
جاهزين	210
نايم	238
نايمة	228
صاحي	226
صاحية	214
سهران	218
سهرانة	208
نعسان	220
نعسانة	210
عطشان	212
شبعان	206
مريض	228
مريضة	218
مرتاح	226
مرتاحة	214
مستعجل	216
مستعجلة	204
متأخر	222
متأخرة	210
بكير	226
موجود	234
موجودة	224
موجودين	208
فاهم	228
فاهمة	216
عارف	232
عارفة	220
متأكد	232
متأكدة	220
محتار	210
خايف	226
خايفة	216
قلقان	208
حزين	216
حزينة	206
فرحان	218
فرحانة	208
معصب	220
معصبة	210
متضايق	216
متضايقة	206
مخنوق	204
زهقان	210
محبط	206
مقهور	204
هلكان	210
دايخ	208
مجنون	222
مجنونة	212
مسكين	216
مسكينة	210
شاطر	218
شاطرة	210
ذكي	206
غبي	208
غريب	226
غريبة	214
ممتاز	228
روعة	224
رائع	210
جميل	222
جميلة	218
مهضوم	220
مهضومة	212
حبوب	209
كيوت	214
خطير	218
رهيب	208
تحفة	206
بجنن	212
ممل	218
مملة	206
مضحك	216
مضحكة	204
مزعج	212
قوي	222
قوية	210
ضعيف	212
شغال	228
شغالة	218
خربان	222
خربانة	210
عاطل	214
زفت	210
فظيع	206
نضيف	218
نضيفة	206
وسخ	206
مليان	214
سخن	208
شوب	228
دافي	208
هادي	212
عصبي	206
بسيط	218
بسيطة	226
أحسن	240
أحلى	234
أحلى شي	216
أكتر	238
أقل	212
أهم	214
أسهل	206
أصعب	206
أكبر	218
أقرب	206
أجمل	212
