# Levantine (Syrian) curated lexicon — category: particles
# columns: text<TAB>freq(200-255)
شو	255
يلا	254
انا	254
بس	253
ليش	252
ما	252
في	252
من	252
يعني	252
بدي	255
عم	251
هلق	252
وين	251
كيف	250
كيفك	255
هاد	250
هيك	250
انت	250
مو	250
رح	250
على	250
مع	250
كمان	250
كتير	255
طيب	250
لا	250
مين	248
بدك	252
اذا	248
خلص	250
كل	248
اي	250
هاي	248
هو	246
عندي	246
شي	246
شوي	250
لازم	250
اللي	246
لأ	246
انتي	244
هي	244
يلي	244
انو	244
لسا	246
هون	250
لو	244
عنجد	248
ممكن	244
كان	250
وينك	244
لانو	242
بدو	244
عندك	242
معي	242
ما في	242
منشان	242
يمكن	242
يا	242
قديش	240
نحنا	240
ولا	240
بعدين	244
معك	240
متل	240
كل شي	240
طب	240
لك	240
صح	242
اكيد	246
هدول	238
هلأ	240
بعد	238
قبل	238
لما	238
عشان	238
ولك	240
كلو	238
كنت	240
شو في	238
مافي	236
فيني	236
عن	236
حتى	236
انتو	234
هنن	234
بدها	236
ما بدي	234
عليك	234
بدون	234
غير	234
مشان	234
طبعا	244
ايمتى	234
منين	232
بدنا	240
عند	232
عندو	232
فيك	232
فوق	236
تحت	236
تبع	232
ايه	233
ماني	230
عندنا	230
بلا	230
ولو	233
تاني	230
اها	234
ماشي	246
كانت	234
هادا	228
لأنو	228
معنا	228
الي	228
بين	228
ورا	228
كلنا	228
شوية	228
المهم	228
اصلا	228
ليك	228
يا ريت	228
لوين	230
شلون	238
هداك	226
مو هيك	226
مش	226
ولا شي	226
معو	226
فيها	226
الك	226
قدام	228
برا	238
مع بعض	226
كلها	226
معقول	238
مالك	226
يا زلمة	241
شلونك	242
شو هاد	230
هيكي	224
هالشي	224
مانك	224
شو بدك	242
كلن	224
مثلا	227
ابدا	224
بلاش	226
دايما	238
كانوا	224
كنا	224
بدكن	222
ما بدك	222
عندها	222
ما عندي	222
فيه	222
الو	222
مني	222
جوا	232
هونيك	232
تبعي	222
متلي	222
لحالي	222
كرمال	222
عطول	230
كيفكن	236
ليش هيك	230
مانو	220
عنا	220
فينا	220
ما فيني	226
منك	220
تبعك	220
متلك	220
حالي	220
بلكي	222
حاج	220
هديك	218
عشان هيك	218
ما بدو	218
فيكي	218
عليي	218
علينا	218
بعض	218
حالك	218
كأنو	216
لح	216
ما عاد	216
ليش لا	224
بعد ما	220
معها	216
دغري	228
بعد شوي	238
بجوز	220
ياه	214
قبل ما	220
بدن	214
لهيك	214
تبعو	214
متل ما	214
عندكن	212
منو	212
متلو	212
لهون	220
عبالي	212
عليها	210
حالو	210
مانا	208
الها	208
منشانك	208
مبلا	208
النا	206
بنوب	206
هدوليك	204
بالنسبالي	204
الكن	202
