# Levantine (Syrian) curated lexicon — category: chat
# columns: text<TAB>freq(200-255)
هههه	250
اوك	248
اوكي	244
صحيح	237
واتساب	235
خلاص	232
عالواتس	231
اي والله	229
جايي	229
بعتلي	229
فيسبوك	227
دخيلك	226
ما في مشكلة	225
انستا	225
اتصل	225
سوري	224
خير	228
ثواني	224
فويس	223
حكيني	222
عالفيس	221
ستوري	221
رسايل	221
لينك	221
ما في نت	221
شو بك	220
مشان الله	220
تعال	220
ماسنجر	219
عالخاص	219
بعتت	219
اوف	219
ياريت	218
بليز	218
رد علي	218
بوست	217
لايك	217
اتصللي	217
على راسي	216
من عيوني	216
ليش لأ	228
معك حق	216
رقمك	216
رنلي	216
وحدات	215
اونلاين	215
شو رايك	230
غروب	213
رابط	213
النت ضعيف	211
اتصلي	211
راحت الكهربا	210
سكرت	209
سكرين	209
شحنة	208
منشن	207
رن	214
سيرتشلي	203
