# Iraqi Arabic curated lexicon — category: questions
# columns: text<TAB>freq(200-255)
شنو	255
شنو يعني	240
منو	248
منو وياك	228
ليش	254
ليش لا	240
ليش لأ	232
ليش هيجي	234
ليش ما جيت	230
ليش زعلان	226
وين	252
وينك	250
وينج	240
وينكم	236
وين رايح	234
وين رحت	232
وين صرت	238
منين	236
من وين	238
لوين	236
ليوين	230
شلون	250
شلونه	238
شلونها	234
شلون يعني	226
شوكت	242
شوكت تجي	228
يمتى	238
شكد	244
بيش	238
بيش هذا	226
شكد سعره	228
شبيك	248
شبيج	240
شبيه	232
شبيها	226
شبيكم	228
شبيك زعلان	224
شسوي	240
شاسوي	230
شنسوي	228
شتريد	242
شتريدين	230
شيريد	226
شرايك	244
شنو رايك	234
شدتسوي	240
شكاعد تسوي	226
شصار	244
شصاير	232
شنو صار	236
شنو السالفة	238
شنو القصة	228
شنو الاخبار	230
اشو	238
اشو ما جيت	226
صدك	246
صدك لو لا	224
صح لو لا	230
تدري شنو	232
اكو شي	234
شعندك	236
شعندج	226
شمدريك	232
شقصدك	226
جم	238
جم واحد	226
شنو الوضع	230
شلون الوضع	226
تجي ويانا	230
منو كال	224
منو كلك	226
وين كنت	230
ليش تأخرت	226
شنو اسمك	232
وين ساكن	228
شكد الساعة	230
شنو هذا	234
هذا شنو	226
ليش ما ترد	228
وين مختفي	224
شنو برنامجك	222
شسالفة	234
شنو تحب	224
شتاكل	226
شنو ناكل	224
وين نروح	230
شوكت نروح	222
منو معك	222
ليش مستعجل	220
بعدين شنو	218
شنو الجديد	228
اكو خبر	224
ماكو خبر	222
شبيها الدنيا	220
شنو صار بيك	224
ليش هيج	226
شلون اجي	220
شلون اروح	224
وين المكان	218
ياهو	228
ياهي	218
لمن	232
عليمن	230
بيا	226
شبي	230
شبيني	222
هسه ليش	218
شمعنى	220
